1|Super Mario Bros. Movie|2023-04-05T00:00:00.000Z|https://pbs.twimg.com/media/FoEvbcSaYAMvqPF.jpg|The story of The Super Mario Bros. on their journey through the Mushroom Kingdom.
2|Evil Dead Rise|2023-04-20T00:00:00.000Z|https://www.the-numbers.com/images/movies/opusdata/Evil-Dead-Rise-(2023).jpg|A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.
3|Guardians of the Galaxy Vol. 3|2023-05-03T00:00:00.000Z|https://m.media-amazon.com/images/M/MV5BMDgxOTdjMzYtZGQxMS00ZTAzLWI4Y2UtMTQzN2VlYjYyZWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg|Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.
